patient_id,sample_rate,signal_len
42742061,500,5000
42742120,500,5000
42743493,500,5000
42743626,500,5000
42743919,500,5000
42744875,500,5000
42746247,500,5000
42746464,500,5000
42747690,500,5000
42748688,500,5000
42748707,500,5000
42750220,500,5000
42750929,500,5000
42751102,500,5000
42751771,500,5000
42752615,500,5000
42753955,500,5000
42754246,500,5000
42754396,500,5000
42754456,500,5000
42756776,500,5000
42756850,500,5000
42756874,500,5000
42756876,500,5000
42757170,500,5000
42757497,500,5000
42757694,500,5000
42759230,500,5000
42759429,500,5000
42760373,500,5000
42760407,500,5000
42761312,500,5000
42761381,500,5000
42761442,500,5000
42762159,500,5000
42763416,500,5000
42764499,500,5000
42765209,500,5000
42765373,500,5000
42765950,500,5000
42766121,500,5000
42766944,500,5000
42767004,500,5000
42767033,500,5000
42767848,500,5000
42768235,500,5000
42768343,500,5000
42768747,500,5000
42769482,500,5000
42770859,500,5000
42771901,500,5000
42772514,500,5000
42773352,500,5000
42775287,500,5000
42776785,500,5000
42777051,500,5000
42777095,500,5000
42777968,500,5000
42778012,500,5000
42778581,500,5000
42779857,500,5000
42780535,500,5000
42780782,500,5000
42781179,500,5000
42781236,500,5000
42781403,500,5000
42781457,500,5000
42781765,500,5000
42782624,500,5000
42782992,500,5000
42783874,500,5000
42784458,500,5000
42784699,500,5000
42785028,500,5000
42785810,500,5000
42786222,500,5000
42786875,500,5000
42787384,500,5000
42787780,500,5000
42788205,500,5000
42788213,500,5000
42788376,500,5000
42788383,500,5000
42788448,500,5000
42789236,500,5000
42789425,500,5000
42789906,500,5000
42792567,500,5000
42792642,500,5000
42792794,500,5000
42793052,500,5000
42793075,500,5000
42793798,500,5000
42793827,500,5000
42794557,500,5000
42794645,500,5000
42796354,500,5000
42797149,500,5000
42797172,500,5000
42797688,500,5000
42797981,500,5000
42799959,500,5000
42800198,500,5000
42800291,500,5000
42800566,500,5000
42801281,500,5000
42802541,500,5000
42803438,500,5000
42803536,500,5000
42803605,500,5000
42803620,500,5000
42804707,500,5000
42805595,500,5000
42806091,500,5000
42806423,500,5000
42806695,500,5000
42807266,500,5000
42807398,500,5000
42807876,500,5000
42807977,500,5000
42808243,500,5000
42808611,500,5000
42808845,500,5000
42809140,500,5000
42809522,500,5000
42809524,500,5000
42809706,500,5000
42809904,500,5000
42810800,500,5000
42811126,500,5000
42811340,500,5000
42811477,500,5000
42811936,500,5000
42812961,500,5000
42814538,500,5000
42814681,500,5000
42814830,500,5000
42815747,500,5000
42815749,500,5000
42816908,500,5000
42817123,500,5000
42817249,500,5000
42817743,500,5000
42817917,500,5000
42817965,500,5000
42818370,500,5000
42818506,500,5000
42819575,500,5000
42820304,500,5000
42820589,500,5000
42820630,500,5000
42821816,500,5000
42822410,500,5000
42822778,500,5000
42823038,500,5000
42823347,500,5000
42824071,500,5000
42824367,500,5000
42824542,500,5000
42824816,500,5000
42824828,500,5000
42824878,500,5000
42826683,500,5000
42826730,500,5000
42827321,500,5000
42827806,500,5000
42827817,500,5000
42827857,500,5000
42828087,500,5000
42828107,500,5000
42828974,500,5000
42829110,500,5000
42829896,500,5000
42832778,500,5000
42834052,500,5000
42834061,500,5000
42834070,500,5000
42834629,500,5000
42834961,500,5000
42834997,500,5000
42836760,500,5000
42837716,500,5000
42838076,500,5000
42838481,500,5000
42838769,500,5000
42839002,500,5000
42840468,500,5000
42840562,500,5000
42843793,500,5000
42843903,500,5000
42843911,500,5000
42844489,500,5000
42844669,500,5000
42846380,500,5000
42846493,500,5000
42847363,500,5000
42849689,500,5000
42849985,500,5000
42850835,500,5000
42851237,500,5000
42851999,500,5000
42853659,500,5000
42854005,500,5000
42856177,500,5000
42856188,500,5000
42856586,500,5000
42856807,500,5000
42857415,500,5000
42857501,500,5000
42857995,500,5000
42858620,500,5000
42858925,500,5000
42859804,500,5000
42859820,500,5000
42860033,500,5000
42860236,500,5000
42861568,500,5000
42862004,500,5000
42862740,500,5000
42862751,500,5000
42863513,500,5000
42864084,500,5000
42864616,500,5000
42864838,500,5000
42865798,500,5000
42866713,500,5000
42868203,500,5000
42869053,500,5000
42869632,500,5000
42870975,500,5000
42872542,500,5000
42872571,500,5000
42873963,500,5000
42874428,500,5000
42874687,500,5000
42875667,500,5000
42875723,500,5000
42876429,500,5000
42876676,500,5000
42877667,500,5000
42877757,500,5000
42877962,500,5000
42878288,500,5000
42878364,500,5000
42878824,500,5000
42879004,500,5000
42879241,500,5000
42880145,500,5000
42880942,500,5000
42881164,500,5000
42882986,500,5000
42883807,500,5000
42883937,500,5000
42884538,500,5000
42884725,500,5000
42884744,500,5000
42885520,500,5000
42885873,500,5000
42885996,500,5000
42886296,500,5000
42886932,500,5000
42887295,500,5000
42887433,500,5000
42888195,500,5000
42888268,500,5000
42888309,500,5000
42889819,500,5000
42890074,500,5000
42890567,500,5000
42893411,500,5000
42894791,500,5000
42895174,500,5000
42896242,500,5000
42896383,500,5000
42896401,500,5000
42896787,500,5000
42896829,500,5000
42896876,500,5000
42897409,500,5000
42897503,500,5000
42900129,500,5000
42902320,500,5000
42902678,500,5000
42902726,500,5000
42903539,500,5000
42903870,500,5000
42903906,500,5000
42904342,500,5000
42905020,500,5000
42905095,500,5000
42905269,500,5000
42905992,500,5000
42906614,500,5000
42906776,500,5000
42907190,500,5000
42907610,500,5000
42907747,500,5000
42908016,500,5000
42908747,500,5000
42909354,500,5000
42910158,500,5000
42910498,500,5000
42910974,500,5000
42911093,500,5000
42911102,500,5000
42911225,500,5000
42911508,500,5000
42911745,500,5000
42912205,500,5000
42912935,500,5000
42913438,500,5000
42913612,500,5000
42913910,500,5000
42914152,500,5000
42914609,500,5000
42914787,500,5000
42914917,500,5000
42915717,500,5000
42915827,500,5000
42916007,500,5000
42916471,500,5000
42918191,500,5000
42918419,500,5000
42918511,500,5000
42918634,500,5000
42918669,500,5000
42922340,500,5000
42922939,500,5000
42923536,500,5000
42923614,500,5000
42924226,500,5000
42925890,500,5000
42926038,500,5000
42927207,500,5000
42927304,500,5000
42927516,500,5000
42927558,500,5000
42927936,500,5000
42928579,500,5000
42928710,500,5000
42929470,500,5000
42930100,500,5000
42930756,500,5000
42931209,500,5000
42931660,500,5000
42932175,500,5000
42932279,500,5000
42934288,500,5000
42934770,500,5000
42934999,500,5000
42935855,500,5000
42936345,500,5000
42937465,500,5000
42937765,500,5000
42938281,500,5000
42938330,500,5000
42938644,500,5000
42938650,500,5000
42938994,500,5000
42939901,500,5000
42940224,500,5000
42942018,500,5000
42942660,500,5000
42942687,500,5000
42942772,500,5000
42943002,500,5000
42943293,500,5000
42943837,500,5000
42943873,500,5000
42945623,500,5000
42947584,500,5000
42948377,500,5000
42948876,500,5000
42949037,500,5000
42949230,500,5000
42951341,500,5000
42951549,500,5000
42951998,500,5000
42952162,500,5000
42952302,500,5000
42952530,500,5000
42952792,500,5000
42954132,500,5000
42954309,500,5000
42954500,500,5000
42954676,500,5000
42954762,500,5000
42955306,500,5000
42957189,500,5000
42958935,500,5000
42958950,500,5000
42961104,500,5000
42962340,500,5000
42962590,500,5000
42963675,500,5000
42963969,500,5000
42965152,500,5000
42965181,500,5000
42965545,500,5000
42966587,500,5000
42966820,500,5000
42967445,500,5000
42968312,500,5000
42971016,500,5000
42971220,500,5000
42975445,500,5000
42975500,500,5000
42976474,500,5000
42976604,500,5000
42977347,500,5000
42977366,500,5000
42978679,500,5000
42978807,500,5000
42979226,500,5000
42979311,500,5000
42981516,500,5000
42981757,500,5000
42981882,500,5000
42982044,500,5000
42982791,500,5000
42982807,500,5000
42982962,500,5000
42983055,500,5000
42984418,500,5000
42985405,500,5000
42986163,500,5000
42986913,500,5000
42988045,500,5000
42988710,500,5000
42988718,500,5000
42990021,500,5000
42990652,500,5000
42991332,500,5000
42992595,500,5000
42993225,500,5000
42993442,500,5000
42993500,500,5000
42993538,500,5000
42993639,500,5000
42998590,500,5000
42998767,500,5000
42999540,500,5000
42999813,500,5000
43000358,500,5000
43001041,500,5000
43001306,500,5000
43001357,500,5000
43001403,500,5000
43001717,500,5000
43002057,500,5000
43002737,500,5000
43002758,500,5000
43003442,500,5000
43005020,500,5000
43005230,500,5000
43005426,500,5000
43005754,500,5000
43009091,500,5000
43009855,500,5000
43010041,500,5000
43010420,500,5000
43010576,500,5000
43013021,500,5000
43013706,500,5000
43013886,500,5000
43014765,500,5000
43015517,500,5000
43016128,500,5000
43017208,500,5000
43017602,500,5000
43017787,500,5000
43018044,500,5000
43018066,500,5000
43018718,500,5000
43018901,500,5000
43019158,500,5000
43020280,500,5000
43020533,500,5000
43021164,500,5000
43021768,500,5000
43021918,500,5000
43022446,500,5000
43023084,500,5000
43024697,500,5000
43024785,500,5000
43025420,500,5000
43025872,500,5000
43026976,500,5000
43028754,500,5000
43029201,500,5000
43029391,500,5000
43029551,500,5000
43029734,500,5000
43031543,500,5000
43031897,500,5000
43032215,500,5000
43033319,500,5000
43033411,500,5000
43034417,500,5000
43036252,500,5000
43037376,500,5000
43038182,500,5000
43038320,500,5000
43039554,500,5000
43039996,500,5000
43040384,500,5000
43040783,500,5000
43041396,500,5000
43041858,500,5000
43042266,500,5000
43042447,500,5000
43043477,500,5000
43043739,500,5000
43045107,500,5000
43049698,500,5000
43049751,500,5000
43050350,500,5000
43051210,500,5000
43052810,500,5000
43053043,500,5000
43053795,500,5000
43053870,500,5000
43053980,500,5000
43054018,500,5000
43054058,500,5000
43054234,500,5000
43057972,500,5000
43058287,500,5000
43058772,500,5000
43060042,500,5000
43060663,500,5000
43060686,500,5000
43061331,500,5000
43061340,500,5000
43061398,500,5000
43061750,500,5000
43061764,500,5000
43062650,500,5000
43063542,500,5000
43063885,500,5000
43063987,500,5000
43064240,500,5000
43064332,500,5000
43064606,500,5000
43066600,500,5000
43066917,500,5000
43066943,500,5000
43067400,500,5000
43067623,500,5000
43067880,500,5000
43067884,500,5000
43068049,500,5000
43068772,500,5000
43069007,500,5000
43069445,500,5000
43069520,500,5000
43069828,500,5000
43070055,500,5000
43070277,500,5000
43070406,500,5000
43070565,500,5000
43071245,500,5000
43071293,500,5000
43071913,500,5000
43072442,500,5000
43072730,500,5000
43072995,500,5000
43073418,500,5000
43073935,500,5000
43074127,500,5000
43075353,500,5000
43076084,500,5000
43076802,500,5000
43076994,500,5000
43077201,500,5000
43077333,500,5000
43078052,500,5000
43079382,500,5000
43079894,500,5000
43081204,500,5000
43081829,500,5000
43082456,500,5000
43084582,500,5000
43085212,500,5000
43085674,500,5000
43086606,500,5000
43086703,500,5000
43087558,500,5000
43087579,500,5000
43088059,500,5000
43088799,500,5000
43089013,500,5000
43089970,500,5000
43090984,500,5000
43092403,500,5000
43093070,500,5000
43093117,500,5000
43093328,500,5000
43093777,500,5000
43096011,500,5000
43096230,500,5000
43096302,500,5000
43096547,500,5000
43097263,500,5000
43097355,500,5000
43097483,500,5000
43098615,500,5000
43098627,500,5000
43098713,500,5000
43099916,500,5000
43100217,500,5000
43101039,500,5000
43101844,500,5000
43101941,500,5000
43102109,500,5000
43102146,500,5000
43102660,500,5000
43103378,500,5000
43103582,500,5000
43103914,500,5000
43104387,500,5000
43104496,500,5000
43104878,500,5000
43106105,500,5000
43106718,500,5000
43108002,500,5000
43108692,500,5000
43109922,500,5000
43111185,500,5000
43111394,500,5000
43111749,500,5000
43112042,500,5000
43112384,500,5000
43112900,500,5000
43113373,500,5000
43113896,500,5000
43114827,500,5000
43115597,500,5000
43115626,500,5000
43115967,500,5000
43116131,500,5000
43117063,500,5000
43117095,500,5000
43117764,500,5000
43118138,500,5000
43119446,500,5000
43119805,500,5000
43120277,500,5000
43120342,500,5000
43120472,500,5000
43121063,500,5000
43121348,500,5000
43121650,500,5000
43122434,500,5000
43122852,500,5000
43123531,500,5000
43124164,500,5000
43124216,500,5000
43124833,500,5000
43126026,500,5000
43126126,500,5000
43126346,500,5000
43127916,500,5000
43127923,500,5000
43128959,500,5000
43131886,500,5000
43132168,500,5000
43132519,500,5000
43132912,500,5000
43134052,500,5000
43134228,500,5000
43134658,500,5000
43135854,500,5000
43135863,500,5000
43136207,500,5000
43136769,500,5000
43137506,500,5000
43137604,500,5000
43137660,500,5000
43138044,500,5000
43139376,500,5000
43139855,500,5000
43139878,500,5000
43140187,500,5000
43142702,500,5000
43143432,500,5000
43144480,500,5000
43145631,500,5000
43146593,500,5000
43146850,500,5000
43146972,500,5000
43147248,500,5000
43147760,500,5000
43149377,500,5000
43149697,500,5000
43151020,500,5000
43151115,500,5000
43151572,500,5000
43152331,500,5000
43153795,500,5000
43154943,500,5000
43155437,500,5000
43156001,500,5000
43156762,500,5000
43156962,500,5000
43157971,500,5000
43158544,500,5000
43158594,500,5000
43158954,500,5000
43159181,500,5000
43159394,500,5000
43159931,500,5000
43159962,500,5000
43160902,500,5000
43161852,500,5000
43162528,500,5000
43162681,500,5000
43162788,500,5000
43164958,500,5000
43165730,500,5000
43165893,500,5000
43166167,500,5000
43166199,500,5000
43166818,500,5000
43166906,500,5000
43167278,500,5000
43167604,500,5000
43167836,500,5000
43169093,500,5000
43169961,500,5000
43170788,500,5000
43172718,500,5000
43173271,500,5000
43173411,500,5000
43173668,500,5000
43174283,500,5000
43174356,500,5000
43174635,500,5000
43176793,500,5000
43177885,500,5000
43178279,500,5000
43180181,500,5000
43180626,500,5000
43180661,500,5000
43181407,500,5000
43181639,500,5000
43181861,500,5000
43183448,500,5000
43185022,500,5000
43185094,500,5000
43186538,500,5000
43186605,500,5000
43186885,500,5000
43186896,500,5000
43187305,500,5000
43187560,500,5000
43187634,500,5000
43187655,500,5000
43188210,500,5000
43188489,500,5000
43188711,500,5000
43189226,500,5000
43189651,500,5000
43190015,500,5000
43190566,500,5000
43191136,500,5000
43191425,500,5000
43191594,500,5000
43191698,500,5000
43193075,500,5000
43193128,500,5000
43194038,500,5000
43195039,500,5000
43195206,500,5000
43195822,500,5000
43197492,500,5000
43199366,500,5000
43199546,500,5000
43199630,500,5000
43200668,500,5000
43201167,500,5000
43202403,500,5000
43203608,500,5000
43203624,500,5000
43203846,500,5000
43204074,500,5000
43204344,500,5000
43205047,500,5000
43205506,500,5000
43205538,500,5000
43206347,500,5000
43206668,500,5000
43207059,500,5000
43207588,500,5000
43208022,500,5000
43208143,500,5000
43208256,500,5000
43208570,500,5000
43208749,500,5000
43210303,500,5000
43210737,500,5000
43211188,500,5000
43211577,500,5000
43211741,500,5000
43211973,500,5000
43214366,500,5000
43214682,500,5000
43215612,500,5000
43216182,500,5000
43218478,500,5000
43218566,500,5000
43218624,500,5000
43219432,500,5000
43220082,500,5000
43220086,500,5000
43221096,500,5000
43223369,500,5000
43223562,500,5000
43224363,500,5000
43224442,500,5000
43224988,500,5000
43226986,500,5000
43227025,500,5000
43227141,500,5000
43229039,500,5000
43229790,500,5000
43231513,500,5000
43231822,500,5000
43232004,500,5000
43233330,500,5000
43233990,500,5000
43234381,500,5000
43234754,500,5000
43235142,500,5000
43236090,500,5000
43236346,500,5000
43236662,500,5000
43236756,500,5000
43236842,500,5000
43237623,500,5000
43237863,500,5000
43238510,500,5000
43238869,500,5000
43238995,500,5000
43239077,500,5000
43239427,500,5000
43239853,500,5000
43241155,500,5000
43241432,500,5000
43241900,500,5000
43242207,500,5000
43242595,500,5000
43243468,500,5000
43243718,500,5000
43243854,500,5000
43243878,500,5000
43244317,500,5000
43245148,500,5000
43247687,500,5000
43248221,500,5000
43249591,500,5000
43249862,500,5000
43250347,500,5000
43250877,500,5000
43250887,500,5000
43251994,500,5000
43252292,500,5000
43252495,500,5000
43252580,500,5000
43253050,500,5000
43254071,500,5000
43254384,500,5000
43254710,500,5000
43254736,500,5000
43256178,500,5000
43256597,500,5000
43256729,500,5000
43257976,500,5000
43260537,500,5000
43263100,500,5000
43264373,500,5000
43265117,500,5000
43265353,500,5000
43265429,500,5000
43265876,500,5000
43266229,500,5000
43266254,500,5000
43266339,500,5000
43266767,500,5000
43268090,500,5000
43268267,500,5000
43268373,500,5000
43269897,500,5000
43270207,500,5000
43270284,500,5000
43270611,500,5000
43271430,500,5000
43272224,500,5000
43272591,500,5000
43272621,500,5000
43272793,500,5000
43273612,500,5000
43274317,500,5000
43274946,500,5000
43275580,500,5000
43275679,500,5000
43277001,500,5000
43277122,500,5000
43277730,500,5000
43278628,500,5000
43279017,500,5000
43279743,500,5000
43279987,500,5000
43281137,500,5000
43281140,500,5000
43282101,500,5000
43282384,500,5000
43283035,500,5000
43284351,500,5000
43284422,500,5000
43285406,500,5000
43285906,500,5000
43286001,500,5000
43286949,500,5000
43287407,500,5000
43288471,500,5000
43288861,500,5000
43290599,500,5000
43292910,500,5000
43293174,500,5000
43293252,500,5000
43293556,500,5000
43293649,500,5000
43293956,500,5000
43293990,500,5000
43294136,500,5000
43295005,500,5000
43295731,500,5000
43297366,500,5000
43297396,500,5000
43297557,500,5000
43297675,500,5000
43298493,500,5000
43298917,500,5000
43299142,500,5000
43299193,500,5000
43299293,500,5000
43299446,500,5000
43299592,500,5000
43300782,500,5000
43302540,500,5000
43303022,500,5000
43303460,500,5000
43303481,500,5000
43304196,500,5000
43304243,500,5000
43304383,500,5000
43304634,500,5000
43304812,500,5000
43304962,500,5000
43306139,500,5000
43306607,500,5000
43307538,500,5000
43308247,500,5000
43309578,500,5000
43309741,500,5000
43313801,500,5000
43315725,500,5000
43315773,500,5000
43316277,500,5000
43317125,500,5000
43318263,500,5000
43318270,500,5000
43318518,500,5000
43320877,500,5000
43320967,500,5000
43321822,500,5000
43321984,500,5000
43322344,500,5000
43324403,500,5000
43324454,500,5000
43324650,500,5000
43324697,500,5000
43324789,500,5000
43324811,500,5000
43325001,500,5000
43325392,500,5000
43325424,500,5000
43325554,500,5000
43325739,500,5000
43325913,500,5000
43326630,500,5000
43327454,500,5000
43328451,500,5000
43329527,500,5000
43330649,500,5000
43330849,500,5000
43331134,500,5000
43331914,500,5000
43332138,500,5000
43332482,500,5000
43332779,500,5000
43333926,500,5000
43335027,500,5000
43336060,500,5000
43336118,500,5000
43336152,500,5000
43337365,500,5000
43338096,500,5000
43338125,500,5000
43341065,500,5000
43341581,500,5000
43341748,500,5000
43342159,500,5000
43342285,500,5000
43342736,500,5000
43343212,500,5000
43343274,500,5000
43343957,500,5000
43344057,500,5000
43344269,500,5000
43344836,500,5000
43346487,500,5000
43347065,500,5000
43347233,500,5000
43348294,500,5000
43348811,500,5000
43348870,500,5000
43349058,500,5000
43349209,500,5000
43350265,500,5000
43350344,500,5000
43350351,500,5000
43350670,500,5000
43350897,500,5000
43351217,500,5000
43351387,500,5000
43351461,500,5000
43352021,500,5000
43352054,500,5000
43352489,500,5000
43352580,500,5000
43353557,500,5000
43355463,500,5000
43355820,500,5000
43355883,500,5000
43355944,500,5000
43356715,500,5000
43357323,500,5000
43357336,500,5000
43357750,500,5000
43357811,500,5000
43358549,500,5000
43358570,500,5000
43358588,500,5000
43358716,500,5000
43358918,500,5000
43359210,500,5000
43360018,500,5000
43360735,500,5000
43361241,500,5000
43361568,500,5000
43362588,500,5000
43362630,500,5000
43362798,500,5000
43362989,500,5000
43363016,500,5000
43363561,500,5000
43364058,500,5000
43364223,500,5000
43365150,500,5000
43366160,500,5000
43366575,500,5000
43367347,500,5000
43367379,500,5000
43368660,500,5000
43368664,500,5000
43369412,500,5000
43369450,500,5000
43369658,500,5000
43371673,500,5000
43371896,500,5000
43372349,500,5000
43373232,500,5000
43373437,500,5000
43373444,500,5000
43373508,500,5000
43374417,500,5000
43376664,500,5000
43377925,500,5000
43378899,500,5000
43379009,500,5000
43379028,500,5000
43379076,500,5000
43379630,500,5000
43380499,500,5000
43381068,500,5000
43381432,500,5000
43382535,500,5000
43382939,500,5000
43385755,500,5000
43386716,500,5000
43387480,500,5000
43387522,500,5000
43388186,500,5000
43388545,500,5000
43388979,500,5000
43389133,500,5000
43390108,500,5000
43390182,500,5000
43390275,500,5000
43390344,500,5000
43390507,500,5000
43390854,500,5000
43391767,500,5000
43391811,500,5000
43391875,500,5000
43392161,500,5000
43393792,500,5000
43394549,500,5000
43394940,500,5000
43395566,500,5000
43396091,500,5000
43397100,500,5000
43397232,500,5000
43398489,500,5000
43398728,500,5000
43398838,500,5000
43399416,500,5000
43399711,500,5000
43400276,500,5000
43400553,500,5000
43401139,500,5000
43401529,500,5000
43401733,500,5000
43402573,500,5000
43402635,500,5000
43402821,500,5000
43403419,500,5000
43404560,500,5000
43404645,500,5000
43406305,500,5000
43408013,500,5000
43409111,500,5000
43410482,500,5000
43410493,500,5000
43410737,500,5000
43410786,500,5000
43411160,500,5000
43411299,500,5000
43411436,500,5000
43411955,500,5000
43412205,500,5000
43412272,500,5000
43412579,500,5000
43414103,500,5000
43415039,500,5000
43415663,500,5000
43416220,500,5000
43416770,500,5000
43417029,500,5000
43417062,500,5000
43417624,500,5000
43417793,500,5000
43417835,500,5000
43418148,500,5000
43418209,500,5000
43418572,500,5000
43418629,500,5000
43419316,500,5000
43420170,500,5000
43420806,500,5000
43422627,500,5000
43422670,500,5000
43423303,500,5000
43423489,500,5000
43423782,500,5000
43424878,500,5000
43425514,500,5000
43427111,500,5000
43427363,500,5000
43427861,500,5000
43427970,500,5000
43428199,500,5000
43428789,500,5000
43429663,500,5000
43430043,500,5000
43430901,500,5000
43431493,500,5000
43432573,500,5000
43432590,500,5000
43433554,500,5000
43433862,500,5000
43434176,500,5000
43434255,500,5000
43435052,500,5000
43436341,500,5000
43436747,500,5000
43436961,500,5000
43437217,500,5000
43437468,500,5000
43437786,500,5000
43438554,500,5000
43438989,500,5000
43442081,500,5000
43442573,500,5000
43445340,500,5000
43445632,500,5000
43446915,500,5000
43447291,500,5000
43448517,500,5000
43449478,500,5000
43450301,500,5000
43451132,500,5000
43453369,500,5000
43453890,500,5000
43454272,500,5000
43454497,500,5000
43455115,500,5000
43455134,500,5000
43455439,500,5000
43455455,500,5000
43455505,500,5000
43455515,500,5000
43455722,500,5000
43456206,500,5000
43456317,500,5000
43458740,500,5000
43459112,500,5000
43460167,500,5000
43460780,500,5000
43462736,500,5000
43463797,500,5000
43464053,500,5000
43464134,500,5000
43464494,500,5000
43464797,500,5000
43465495,500,5000
43465874,500,5000
43465886,500,5000
43468034,500,5000
43468196,500,5000
43468679,500,5000
43470387,500,5000
43470430,500,5000
43470751,500,5000
43471433,500,5000
43471885,500,5000
43473894,500,5000
43474544,500,5000
43474659,500,5000
43476382,500,5000
43476591,500,5000
43477508,500,5000
43478521,500,5000
43478583,500,5000
43478722,500,5000
43479705,500,5000
43480384,500,5000
43480712,500,5000
43481314,500,5000
43481339,500,5000
43482242,500,5000
43482516,500,5000
43484296,500,5000
43485021,500,5000
43486858,500,5000
43487833,500,5000
43487951,500,5000
43488297,500,5000
43489926,500,5000
43490142,500,5000
43490310,500,5000
43490387,500,5000
43490710,500,5000
43490767,500,5000
43493529,500,5000
43493662,500,5000
43493777,500,5000
43494289,500,5000
43496568,500,5000
43496652,500,5000
43496725,500,5000
43496850,500,5000
43497481,500,5000
43497682,500,5000
43497901,500,5000
43498420,500,5000
43498675,500,5000
43500910,500,5000
43501937,500,5000
43502230,500,5000
43502273,500,5000
43502531,500,5000
43502670,500,5000
43504247,500,5000
43504418,500,5000
43507784,500,5000
43509113,500,5000
43509916,500,5000
43509929,500,5000
43509998,500,5000
43511083,500,5000
43512162,500,5000
43512770,500,5000
43513007,500,5000
43514207,500,5000
43514286,500,5000
43514367,500,5000
43514484,500,5000
43515853,500,5000
43516362,500,5000
43516646,500,5000
43516675,500,5000
43517155,500,5000
43517794,500,5000
43519691,500,5000
43520460,500,5000
43520713,500,5000
43520798,500,5000
43522280,500,5000
43523747,500,5000
43524507,500,5000
43526315,500,5000
43526515,500,5000
43527070,500,5000
43527133,500,5000
43527930,500,5000
43528039,500,5000
43529826,500,5000
43529859,500,5000
43530825,500,5000
43531901,500,5000
43532306,500,5000
43532380,500,5000
43533688,500,5000
43533792,500,5000
43535864,500,5000
43537044,500,5000
43537076,500,5000
43537333,500,5000
43538926,500,5000
43538987,500,5000
43539359,500,5000
43540392,500,5000
43541911,500,5000
43543347,500,5000
43543758,500,5000
43543817,500,5000
43544205,500,5000
43544293,500,5000
43544579,500,5000
43544980,500,5000
43545110,500,5000
43545240,500,5000
43545264,500,5000
43545940,500,5000
43546576,500,5000
43546700,500,5000
43547200,500,5000
43547749,500,5000
43547773,500,5000
43547790,500,5000
43548106,500,5000
43548258,500,5000
43548787,500,5000
43549132,500,5000
43549677,500,5000
43549702,500,5000
43549882,500,5000
43549909,500,5000
43550527,500,5000
43550662,500,5000
43550811,500,5000
43553565,500,5000
43554167,500,5000
43554670,500,5000
43556063,500,5000
43557612,500,5000
43558796,500,5000
43558856,500,5000
43559079,500,5000
43559834,500,5000
43560760,500,5000
43561173,500,5000
43561409,500,5000
43561950,500,5000
43561997,500,5000
43562060,500,5000
43562111,500,5000
43563458,500,5000
43565575,500,5000
43565936,500,5000
43566267,500,5000
43567020,500,5000
43567027,500,5000
43567514,500,5000
43567704,500,5000
43568655,500,5000
43569950,500,5000
43571373,500,5000
43571856,500,5000
43572029,500,5000
43572637,500,5000
43572840,500,5000
43573192,500,5000
43573945,500,5000
43574815,500,5000
43575019,500,5000
43575465,500,5000
43575862,500,5000
43576154,500,5000
43576510,500,5000
43576621,500,5000
43576837,500,5000
43576860,500,5000
43576868,500,5000
43577904,500,5000
43580229,500,5000
43580313,500,5000
43580333,500,5000
43580342,500,5000
43580733,500,5000
43580830,500,5000
43581393,500,5000
43582617,500,5000
43582792,500,5000
43584563,500,5000
43585277,500,5000
43585549,500,5000
43586074,500,5000
43586300,500,5000
43586449,500,5000
43586702,500,5000
43586852,500,5000
43587997,500,5000
43588400,500,5000
43588574,500,5000
43588772,500,5000
43589531,500,5000
43589580,500,5000
43589699,500,5000
43590401,500,5000
43591371,500,5000
43591536,500,5000
43592554,500,5000
43592992,500,5000
43594496,500,5000
43596317,500,5000
43596400,500,5000
43596637,500,5000
43597566,500,5000
43598539,500,5000
43598601,500,5000
43599756,500,5000
43599973,500,5000
43601948,500,5000
43602809,500,5000
43602813,500,5000
43604106,500,5000
43604611,500,5000
43604723,500,5000
43604833,500,5000
43605308,500,5000
43605333,500,5000
43605940,500,5000
43607170,500,5000
43607265,500,5000
43607281,500,5000
43607427,500,5000
43607613,500,5000
43607835,500,5000
43609114,500,5000
43609378,500,5000
43609713,500,5000
43610789,500,5000
43611268,500,5000
43612892,500,5000
43612976,500,5000
43613132,500,5000
43613660,500,5000
43614444,500,5000
43616111,500,5000
43616993,500,5000
43618538,500,5000
43619478,500,5000
43620134,500,5000
43620312,500,5000
43620500,500,5000
43620641,500,5000
43620725,500,5000
43621286,500,5000
43621293,500,5000
43621525,500,5000
43622258,500,5000
43623177,500,5000
43624654,500,5000
43626401,500,5000
43627527,500,5000
43627781,500,5000
43628489,500,5000
43628740,500,5000
43630823,500,5000
43631193,500,5000
43631300,500,5000
43631674,500,5000
43631856,500,5000
43633452,500,5000
43633717,500,5000
43634016,500,5000
43634822,500,5000
43635309,500,5000
43636639,500,5000
43637676,500,5000
43638328,500,5000
43639630,500,5000
43639961,500,5000
43640208,500,5000
43640229,500,5000
43640793,500,5000
43640906,500,5000
43640993,500,5000
43641776,500,5000
43642061,500,5000
43643431,500,5000
43645009,500,5000
43645855,500,5000
43646256,500,5000
43646526,500,5000
43649239,500,5000
43649243,500,5000
43650440,500,5000
43653008,500,5000
43653778,500,5000
43653913,500,5000
43654053,500,5000
43654214,500,5000
43654381,500,5000
43655039,500,5000
43657089,500,5000
43657631,500,5000
43657727,500,5000
43657729,500,5000
43659141,500,5000
43659397,500,5000
43659876,500,5000
43662042,500,5000
43664721,500,5000
43665041,500,5000
43665220,500,5000
43665547,500,5000
43666276,500,5000
43667104,500,5000
